ОТЧЕТ О СЛОВОФОРМАХ С НЕСКОЛЬКИМИ ВАРИАНТАМИ УДАРЕНИЙ
=========================================================

№1    | Инфинитив: adaptúoti           | Форма: "adaptuotume" (Mes     ) | Варианты: adaptuotumè / adaptúotume
№5419 | Инфинитив: užner̃vinti          | Форма: "uznervintu" (Jis/ji  ) | Варианты: užner̃vintų / užnèrvintų
№5420 | Инфинитив: užner̃vinti          | Форма: "uznervintume" (Mes     ) | Варианты: užner̃vintume / užnèrvintume
№5421 | Инфинитив: užner̃vinti          | Форма: "uznervintute" (Jūs     ) | Варианты: užner̃vintute / užnèrvintute
№5422 | Инфинитив: užner̃vinti          | Форма: "uznervink" (Tu      ) | Варианты: užner̃vink / užnèrvink
№5423 | Инфинитив: užner̃vinti          | Форма: "uznervinkite" (Jūs     ) | Варианты: užner̃vinkite / užnèrvinkite
№5424 | Инфинитив: užner̃vinti          | Форма: "uznervindavau" (Aš      ) | Варианты: užner̃vindavau / užnèrvindavau
№5425 | Инфинитив: užner̃vinti          | Форма: "uznervindavai" (Tu      ) | Варианты: užner̃vindavai / užnèrvindavai
№5426 | Инфинитив: užner̃vinti          | Форма: "uznervindavo" (Jis/ji  ) | Варианты: užner̃vindavo / užnèrvindavo
№5427 | Инфинитив: užner̃vinti          | Форма: "uznervindavome" (Mes     ) | Варианты: užner̃vindavome / užnèrvindavome
№5428 | Инфинитив: užner̃vinti          | Форма: "uznervindavote" (Jūs     ) | Варианты: užner̃vindavote / užnèrvindavote
№5429 | Инфинитив: užnèšti             | Форма: "uznestu" (Jis/ji  ) | Варианты: užneštų̃ / užnèštų
№5430 | Инфинитив: užpìldyti           | Форма: "uzpildai" (Tu      ) | Варианты: ùžpildai / užpìldai
№5431 | Инфинитив: užpìldyti           | Форма: "uzpildyciau" (Aš      ) | Варианты: užpildyčiaũ / užpìldyčiau
№5432 | Инфинитив: užpìlti             | Форма: "uzpiltu" (Jis/ji  ) | Варианты: užpiltų̃ / užpìltų
№5433 | Инфинитив: užpìlti             | Форма: "uzpilk" (Tu      ) | Варианты: užpìlk / užpil̃k
№5434 | Инфинитив: užpìlti             | Форма: "uzpilkite" (Jūs     ) | Варианты: užpìlkite / užpil̃kite
№5435 | Инфинитив: užprogramúoti       | Форма: "uzprogramuotume" (Mes     ) | Варианты: užprogramuotumè / užprogramúotume
№5436 | Инфинитив: užpùlti             | Форма: "uzpultu" (Jis/ji  ) | Варианты: užpultų̃ / užpùltų
№5437 | Инфинитив: užpū̃sti             | Форма: "uzpuciau" (Aš      ) | Варианты: užpūčiaũ / ùžpūčiau
№5438 | Инфинитив: užpū̃sti             | Форма: "uzpusiu" (Aš      ) | Варианты: užpū́siu / užpū̃siu
№5439 | Инфинитив: užpū̃sti             | Форма: "uzpustu" (Jis/ji  ) | Варианты: užpūstų̃ / užpū̃stų
№5440 | Инфинитив: užrakìnti           | Форма: "uzrakintume" (Mes     ) | Варианты: užrakintumè / užrakìntume
№5441 | Инфинитив: užrašýti            | Форма: "uzraso" (Jis/ji  ) | Варианты: ùžrašo / užrãšo
№5442 | Инфинитив: užrašýti            | Форма: "uzrasyciau" (Aš      ) | Варианты: užrašyčiaũ / užrašýčiau
№5443 | Инфинитив: užrašýti            | Форма: "uzrasytume" (Mes     ) | Варианты: užrašytumè / užrašýtume
№5444 | Инфинитив: užregistrúoti       | Форма: "uzregistruociau" (Aš      ) | Варианты: užregistruočiaũ / užregistrúočiau
№5445 | Инфинитив: užrìšti             | Форма: "uzrisciau" (Aš      ) | Варианты: užriščiaũ / užrìščiau
№5446 | Инфинитив: užrìšti             | Форма: "uzristu" (Jis/ji  ) | Варианты: užrištų̃ / užrìštų
№5447 | Инфинитив: užsakýti            | Форма: "uzsakai" (Tu      ) | Варианты: ùžsakai / užsakaĩ
№5448 | Инфинитив: užšáldyti           | Форма: "uzsaldytume" (Mes     ) | Варианты: užšaldytumè / užšáldytume
№5449 | Инфинитив: užsègti             | Форма: "uzsegciau" (Aš      ) | Варианты: užsegčiaũ / užsègčiau
№5450 | Инфинитив: užsègti             | Форма: "uzsegtu" (Jis/ji  ) | Варианты: užsegtų̃ / užsègtų
№5451 | Инфинитив: užsičiáupti         | Форма: "uzsiciaupciau" (Aš      ) | Варианты: užsičiaupčiaũ / užsičiáupčiau
№5452 | Инфинитив: užsidarýti          | Форма: "uzsidarytume" (Mes     ) | Варианты: užsidarytumè / užsidarýtume
№5453 | Инфинитив: užsidègti           | Форма: "uzsidegciau" (Aš      ) | Варианты: užsidegčiaũ / užsidègčiau
№5454 | Инфинитив: užsidė́ti            | Форма: "uzsideciau" (Aš      ) | Варианты: užsidėčiaũ / užsidė́čiau
№5455 | Инфинитив: užsidìrbti          | Форма: "uzsidirbciau" (Aš      ) | Варианты: užsidirbčiaũ / užsidìrbčiau
№5456 | Инфинитив: užsidìrbti          | Форма: "uzsidirbtume" (Mes     ) | Варианты: užsidirbtumè / užsidìrbtume
№5457 | Инфинитив: užsigeĩsti          | Форма: "uzsigeisciau" (Aš      ) | Варианты: užsigeisčiaũ / užsigeĩsčiau
№5458 | Инфинитив: užsiim̃ti            | Форма: "uzsiimciau" (Aš      ) | Варианты: užsiimčiaũ / užsiim̃čiau
№5459 | Инфинитив: užsiim̃ti            | Форма: "uzsiimtume" (Mes     ) | Варианты: užsiimtumè / užsiim̃tume
№5460 | Инфинитив: užsikabìnti         | Форма: "uzsikabintume" (Mes     ) | Варианты: užsikabintumè / užsikabìntume
№5461 | Инфинитив: užsikrė̃sti          | Форма: "uzsikrestume" (Mes     ) | Варианты: užsikrėstumè / užsikrė̃stume
№5462 | Инфинитив: užsimanýti          | Форма: "uzsimanyciau" (Aš      ) | Варианты: užsimanyčiaũ / užsimanýčiau
№5463 | Инфинитив: užsimaskúoti        | Форма: "uzsimaskuociau" (Aš      ) | Варианты: užsimaskuočiaũ / užsimaskúočiau
№5464 | Инфинитив: užsimer̃kti          | Форма: "uzsimerkiu" (Aš      ) | Варианты: užsimérkiu / užsimerkiù
№5465 | Инфинитив: užsimer̃kti          | Форма: "uzsimerki" (Tu      ) | Варианты: užsimérki / užsimerkì
№5466 | Инфинитив: užsimer̃kti          | Форма: "uzsimerkia" (Jis/ji  ) | Варианты: užsimérkia / užsimer̃kia
№5467 | Инфинитив: užsimer̃kti          | Форма: "uzsimerkiame" (Mes     ) | Варианты: užsimérkiame / užsimer̃kiame
№5468 | Инфинитив: užsimer̃kti          | Форма: "uzsimerkiate" (Jūs     ) | Варианты: užsimérkiate / užsimer̃kiate
№5469 | Инфинитив: užsimer̃kti          | Форма: "uzsimerkiau" (Aš      ) | Варианты: užsimérkiau / užsìmerkiau
№5470 | Инфинитив: užsimer̃kti          | Форма: "uzsimerkei" (Tu      ) | Варианты: užsimérkei / užsìmerkei
№5471 | Инфинитив: užsimer̃kti          | Форма: "uzsimerke" (Jis/ji  ) | Варианты: užsimérkė / užsìmerkė
№5472 | Инфинитив: užsimer̃kti          | Форма: "uzsimerksiu" (Aš      ) | Варианты: užsimérksiu / užsimer̃ksiu
№5473 | Инфинитив: užsimer̃kti          | Форма: "uzsimerksi" (Tu      ) | Варианты: užsimérksi / užsimer̃ksi
№5474 | Инфинитив: užsimer̃kti          | Форма: "uzsimerksime" (Mes     ) | Варианты: užsimérksime / užsimer̃ksime
№5475 | Инфинитив: užsimer̃kti          | Форма: "uzsimerktu" (Jis/ji  ) | Варианты: užsimérktų / užsimer̃ktų
№5476 | Инфинитив: užsimer̃kti          | Форма: "uzsimerk" (Tu      ) | Варианты: užsimérk / užsimer̃k
№5477 | Инфинитив: užsimer̃kti          | Форма: "uzsimerkite" (Jūs     ) | Варианты: užsimérkite / užsimer̃kite
№5478 | Инфинитив: užsimer̃kti          | Форма: "uzsimerkdavau" (Aš      ) | Варианты: užsimérkdavau / užsimer̃kdavau
№5479 | Инфинитив: užsimer̃kti          | Форма: "uzsimerkdavo" (Jis/ji  ) | Варианты: užsimérkdavo / užsimer̃kdavo
№5480 | Инфинитив: užsimìnti           | Форма: "uzsiminsiu" (Aš      ) | Варианты: užsimiñsiu / užsimìnsiu
№5481 | Инфинитив: užsimìnti           | Форма: "uzsiminsi" (Tu      ) | Варианты: užsimiñsi / užsimìnsi
№5482 | Инфинитив: užsimìnti           | Форма: "uzsiminsime" (Mes     ) | Варианты: užsimiñsime / užsimìnsime
№5483 | Инфинитив: užsimìnti           | Форма: "uzsiminciau" (Aš      ) | Варианты: užsiminčiaũ / užsimìnčiau
№5484 | Инфинитив: užsimìnti           | Форма: "uzsimintum" (Tu      ) | Варианты: užsimiñtum / užsimìntum
№5485 | Инфинитив: užsimìnti           | Форма: "uzsimink" (Tu      ) | Варианты: užsimiñk / užsimìnk
№5486 | Инфинитив: užsimìnti           | Форма: "uzsiminkite" (Jūs     ) | Варианты: užsimiñkite / užsimìnkite
№5487 | Инфинитив: užsimìnti           | Форма: "uzsimindavau" (Aš      ) | Варианты: užsimiñdavau / užsimìndavau
№5488 | Инфинитив: užsimìnti           | Форма: "uzsimindavai" (Tu      ) | Варианты: užsimiñdavai / užsimìndavai
№5489 | Инфинитив: užsimìnti           | Форма: "uzsimindavo" (Jis/ji  ) | Варианты: užsimiñdavo / užsimìndavo
№5490 | Инфинитив: užsimir̃šti          | Форма: "uzsimirstu" (Aš      ) | Варианты: užsìmirštu / užsimirštù
№5491 | Инфинитив: užsimir̃šti          | Форма: "uzsimirsti" (Tu      ) | Варианты: užsimir̃šti / užsimirštì
№5492 | Инфинитив: užsimir̃šti          | Форма: "uzsimirsta" (Jis/ji  ) | Варианты: užsimìršta / užsimir̃šta
№5493 | Инфинитив: užsimir̃šti          | Форма: "uzsimirstame" (Mes     ) | Варианты: užsimìrštame / užsimir̃štame
№5494 | Инфинитив: užsimir̃šti          | Форма: "uzsimirsime" (Mes     ) | Варианты: užsimiršimè / užsimir̃šime
№5495 | Инфинитив: užsimokė́ti          | Форма: "uzsimoketume" (Mes     ) | Варианты: užsimokėtumè / užsimokė́tume
№5496 | Инфинитив: užsimóti            | Форма: "uzsimotume" (Mes     ) | Варианты: užsimotumè / užsimótume
№5497 | Инфинитив: užsimùšti           | Форма: "uzsimusime" (Mes     ) | Варианты: užsimušimè / užsimùšime
№5498 | Инфинитив: užsirašýti          | Форма: "uzsirasyciau" (Aš      ) | Варианты: užsirašyčiaũ / užsirašýčiau
№5499 | Инфинитив: užsirašýti          | Форма: "uzsirasytume" (Mes     ) | Варианты: užsirašytumè / užsirašýtume
№5500 | Инфинитив: užsirõpšti          | Форма: "uzsiropsti" (Tu      ) | Варианты: užsirõpšti / užsiropštì
№5501 | Инфинитив: užsirõpšti          | Форма: "uzsiropsciau" (Aš      ) | Варианты: užsiropščiaũ / užsìropščiau
№5502 | Инфинитив: užsirūkýti          | Форма: "uzsirukyciau" (Aš      ) | Варианты: užsirūkyčiaũ / užsirūkýčiau
№5503 | Инфинитив: užsisakýti          | Форма: "uzsisakyciau" (Aš      ) | Варианты: užsisakyčiaũ / užsisakýčiau
№5504 | Инфинитив: užsisakýti          | Форма: "uzsisakytume" (Mes     ) | Варианты: užsisakytumè / užsisakýtume
№5505 | Инфинитив: užsitarnáuti        | Форма: "uzsitarnautume" (Mes     ) | Варианты: užsitarnautumè / užsitarnáutume
№5506 | Инфинитив: užsitìkrinti        | Форма: "uzsitikrintume" (Mes     ) | Варианты: užsitikrintumè / užsitìkrintume
№5507 | Инфинитив: užsivil̃kti          | Форма: "uzsivilkciau" (Aš      ) | Варианты: užsivilkčiaũ / užsivil̃kčiau
№5508 | Инфинитив: užsivil̃kti          | Форма: "uzsivilktume" (Mes     ) | Варианты: užsivilktumè / užsivil̃ktume
№5509 | Инфинитив: užsivil̃kti          | Форма: "uzsivilk" (Tu      ) | Варианты: užsivìlk / užsivil̃k
